commune,BDP/PBD,CSP/PCS,CVP/PDC,EVP/PEV,FDP/PLR (PRD),GLP/PVL,PdA/PST,SP/PS,SVP/UDC,EDU/UDF,GPS/PES,Lega,MCR,SD/DS,Sol.,Übrige/Autres
Teufen (AR),0.0,0.0,0.0,0.0,56.5,0.0,0.0,20.66,19.78,0.0,0.0,0.0,0.0,0.0,0.0,3.07
Teufenthal (AG),4.95,0.0,3.58,4.49,15.47,3.46,0.0,14.7,45.66,2.41,3.69,0.0,0.0,0.0,0.0,1.59
Teuffenthal (BE),1.18,0.0,0.05,7.2,0.72,1.7,0.0,4.78,70.13,11.83,1.54,0.0,0.0,0.15,0.0,0.72
Thal,2.9,0.0,15.94,2.11,13.95,3.77,0.0,11.54,43.26,1.16,3.47,0.0,0.0,0.16,0.0,1.74
Thalheim (AG),6.2,0.0,3.67,10.39,10.21,2.09,0.0,11.48,50.23,0.73,3.69,0.0,0.0,0.0,0.0,1.3
Thalheim an der Thur,8.93,0.0,0.31,2.67,9.52,3.88,0.0,10.74,53.99,2.77,3.55,0.0,0.0,0.38,0.0,3.26
Thalwil,3.63,0.0,6.4,2.89,22.15,9.81,0.16,19.09,25.68,0.98,5.82,0.0,0.0,0.07,0.0,3.31
Thayngen,0.0,0.0,0.0,0.0,13.52,0.0,0.0,23.08,52.03,6.11,3.35,0.0,0.0,0.0,0.0,1.91
Therwil,2.83,0.0,13.77,1.11,15.46,2.54,0.0,22.27,29.66,0.19,11.51,0.0,0.0,0.0,0.0,0.66
Thierachern,10.4,0.0,0.89,7.4,4.65,3.89,0.08,15.19,41.24,9.02,5.23,0.0,0.0,1.02,0.0,1.0
Thun,11.09,0.0,2.2,5.81,8.62,6.82,0.3,18.99,30.85,3.45,9.48,0.0,0.0,0.46,0.0,1.92
Thundorf,5.11,0.0,9.49,6.5,8.62,7.43,0.0,9.75,46.03,2.41,4.66,0.0,0.0,0.0,0.0,0.0
Thunstetten,10.97,0.0,0.51,6.78,13.23,4.05,0.17,14.18,40.71,3.07,4.05,0.0,0.0,0.65,0.0,1.62
Thusis,18.34,0.0,10.65,0.0,19.92,6.81,0.0,17.25,26.73,0.0,0.0,0.0,0.0,0.0,0.0,0.29
Thônex,1.07,0.0,12.22,0.91,25.12,1.86,0.0,16.02,20.83,0.22,10.76,0.0,7.47,0.0,3.26,0.24
Thörigen,18.3,0.0,0.81,2.88,6.62,4.82,0.0,8.31,53.13,1.45,2.45,0.0,0.0,0.47,0.0,0.77
Thürnen,2.82,0.0,4.16,1.56,22.65,1.16,0.0,13.55,38.24,0.72,15.11,0.0,0.0,0.0,0.0,0.03
Tinizong-Rona,18.55,0.0,24.1,0.0,15.66,9.64,0.0,19.76,11.57,0.0,0.0,0.0,0.0,0.0,0.0,0.72
Titterten,4.49,0.0,5.42,6.35,11.53,1.39,0.0,20.2,30.88,1.24,17.8,0.0,0.0,0.0,0.0,0.7
Tobel-Tägerschen,4.31,0.0,15.69,3.62,6.16,5.4,0.0,6.05,52.41,2.17,4.17,0.0,0.0,0.0,0.0,0.0
Toffen,17.74,0.0,2.07,5.04,7.12,6.0,0.13,15.12,35.72,2.34,5.52,0.0,0.0,0.52,0.0,2.68
Tolochenaz,2.9,0.0,2.32,0.92,28.27,5.31,0.0,19.58,23.13,0.65,11.45,0.0,0.0,0.28,2.65,2.56
Torny,0.27,1.26,23.16,0.77,19.1,1.1,0.0,18.94,29.69,0.82,4.88,0.0,0.0,0.0,0.0,0.0
Torricella-Taverne,0.0,0.0,15.18,0.0,22.15,1.22,0.74,13.74,11.2,0.0,3.12,30.5,0.0,0.0,0.0,2.16
Trachselwald,11.02,0.0,0.51,3.04,3.0,2.04,0.34,10.0,56.52,4.25,6.66,0.0,0.0,1.02,0.0,1.6
Tramelan,3.55,0.0,1.43,7.3,9.74,0.81,1.91,35.5,28.2,3.33,6.61,0.0,0.0,0.89,0.0,0.73
Trasadingen,0.0,0.0,0.0,0.0,33.47,0.0,0.0,15.48,43.1,5.02,1.46,0.0,0.0,0.0,0.0,1.46
Treiten,14.37,0.0,0.18,2.99,4.16,1.72,0.11,6.3,58.87,3.14,5.9,0.0,0.0,0.11,0.0,2.15
Trey,4.65,0.0,2.01,0.06,40.5,0.75,0.0,15.53,23.96,0.19,10.82,0.0,0.0,0.06,1.07,0.38
Treycovagnes,2.71,0.0,2.51,0.92,19.57,2.35,0.0,20.96,34.79,0.0,9.72,0.0,0.0,0.0,2.03,4.42
Treytorrens (Payerne),0.83,0.0,0.12,4.26,28.37,2.48,0.0,4.02,48.46,2.25,6.26,0.0,0.0,0.0,0.12,2.84
Treyvaux,0.27,0.32,25.87,0.67,26.24,0.53,0.0,20.92,21.85,0.0,3.33,0.0,0.0,0.0,0.0,0.0
Triengen,1.89,0.0,24.45,0.39,24.53,3.74,0.0,6.95,32.77,0.0,4.52,0.0,0.0,0.12,0.0,0.64
Trient,0.0,2.44,23.58,0.0,31.71,0.0,0.0,14.23,18.5,0.0,7.72,0.0,0.0,0.0,0.0,1.83
Trimbach,1.93,0.0,14.01,2.22,12.33,2.35,0.0,32.49,27.41,0.65,5.84,0.0,0.0,0.0,0.0,0.77
Trimmis,12.72,0.0,13.78,0.0,8.63,10.18,0.0,13.83,40.83,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Trin,13.81,0.0,6.54,0.0,24.17,12.32,0.0,25.15,17.97,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Trogen,0.0,0.0,0.0,0.0,30.37,0.0,0.0,53.58,14.46,0.0,0.0,0.0,0.0,0.0,0.0,1.59
Troinex,1.23,0.0,13.2,0.87,34.47,2.59,0.0,13.43,13.11,0.1,12.54,0.0,4.4,0.0,3.82,0.25
Troistorrents,0.0,1.63,28.59,0.0,26.59,0.0,0.0,10.73,28.96,0.0,3.38,0.0,0.0,0.0,0.0,0.13
Trub,14.5,0.0,0.81,1.44,1.61,2.87,0.52,5.71,61.33,3.04,6.92,0.0,0.0,0.19,0.0,1.06
Trubschachen,29.27,0.0,0.42,3.17,3.43,2.92,0.08,9.8,38.43,4.25,6.99,0.0,0.0,0.23,0.0,1.01
Trun,4.14,0.0,64.97,0.0,3.96,2.66,0.0,7.83,16.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truttikon,6.17,0.0,1.2,4.13,9.0,4.14,0.88,12.59,40.26,11.19,6.08,0.0,0.0,0.05,0.0,4.29
Trélex,2.15,0.0,7.93,1.0,29.49,5.09,0.0,16.71,22.45,0.53,10.03,0.0,0.0,0.0,1.56,3.07
Trüllikon,11.42,0.0,0.57,1.51,7.73,4.59,0.01,14.18,50.03,3.03,5.5,0.0,0.0,0.29,0.0,1.13
Tschappina,38.18,0.0,7.27,0.0,12.12,14.24,0.0,11.52,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Tschiertschen-Praden,30.3,0.0,6.87,0.0,16.97,5.05,0.0,15.35,25.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tschugg,18.06,0.0,1.33,2.57,7.37,5.23,0.2,14.89,29.86,1.46,15.65,0.0,0.0,0.13,0.0,3.25
Tuggen,0.0,0.0,14.3,0.0,17.96,1.73,0.0,9.92,55.06,0.0,1.04,0.0,0.0,0.0,0.0,0.0
Tujetsch,4.14,0.0,68.0,0.0,2.98,3.27,0.0,3.56,18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turbenthal,5.13,0.0,1.72,7.2,8.08,4.56,0.04,15.24,46.13,2.89,5.85,0.0,0.0,0.51,0.0,2.66
Turgi,2.99,0.0,7.78,2.64,13.65,5.37,0.0,24.9,27.08,0.92,11.82,0.0,0.0,0.0,0.0,2.84
Turtmann-Unterems,0.0,0.12,62.97,0.0,6.61,0.0,0.0,9.87,19.34,0.0,0.97,0.0,0.0,0.0,0.0,0.12
Twann-Tüscherz,11.9,0.0,0.51,1.28,17.0,8.29,0.11,19.33,29.89,0.09,10.63,0.0,0.0,0.0,0.0,0.96
Tägerig,5.67,0.0,12.33,5.02,9.82,5.89,0.0,12.65,41.13,1.77,3.33,0.0,0.0,0.0,0.0,2.38
Tägertschi,16.18,0.0,0.71,5.6,5.16,6.93,0.22,9.71,41.98,6.73,4.18,0.0,0.0,1.02,0.0,1.59
Tägerwilen,5.14,0.0,13.96,1.88,16.28,10.5,0.0,12.48,32.63,3.6,3.49,0.0,0.0,0.0,0.0,0.04
Täsch,0.0,0.1,51.87,0.0,6.22,0.0,0.0,5.33,35.34,0.0,1.14,0.0,0.0,0.0,0.0,0.0
Täuffelen,14.08,0.0,1.27,3.2,11.84,6.88,0.49,18.5,35.15,1.44,5.68,0.0,0.0,0.25,0.0,1.22
Tévenon,3.02,0.0,2.8,1.69,17.47,4.47,0.0,21.67,23.88,1.47,17.94,0.0,0.0,0.05,2.09,3.45
Törbel,0.0,0.0,75.57,0.0,0.98,0.0,0.0,1.96,21.16,0.0,0.33,0.0,0.0,0.0,0.0,0.0
Tübach,4.51,0.0,21.16,2.56,13.6,4.2,0.0,10.72,35.06,0.68,4.24,0.0,0.0,0.04,0.0,3.25
Udligenswil,0.81,0.0,17.43,0.31,24.04,12.23,0.0,8.78,30.39,0.0,5.68,0.0,0.0,0.01,0.0,0.33
Ueberstorf,1.65,2.65,34.44,0.47,8.44,4.03,0.0,13.94,31.15,0.57,2.65,0.0,0.0,0.0,0.0,0.0
Uebeschi,9.61,0.0,1.31,5.94,3.21,2.94,0.14,7.88,46.47,14.58,5.54,0.0,0.0,0.31,0.0,2.08
Ueken,4.1,0.0,9.1,1.12,9.2,5.32,0.0,14.57,44.62,1.97,6.02,0.0,0.0,0.0,0.0,3.98
Uerkheim,3.13,0.0,3.64,4.68,12.36,4.26,0.0,9.86,53.32,2.2,3.72,0.0,0.0,0.0,0.0,2.83
Uesslingen-Buch,2.41,0.0,13.89,1.66,9.5,5.46,0.0,9.93,51.8,1.19,3.92,0.0,0.0,0.0,0.0,0.24
Uetendorf,8.83,0.0,1.54,7.66,5.08,4.61,0.11,10.71,50.17,3.05,6.25,0.0,0.0,0.5,0.0,1.49
Uetikon am See,4.46,0.0,4.06,2.67,21.9,7.57,0.09,18.04,31.89,1.95,5.27,0.0,0.0,0.05,0.0,2.05
Uezwil,5.62,0.0,14.2,2.86,10.87,2.18,0.0,12.8,47.5,0.64,2.58,0.0,0.0,0.0,0.0,0.75
Ufhusen,1.73,0.0,42.15,0.28,9.44,2.99,0.0,2.39,39.47,0.0,0.76,0.0,0.0,0.19,0.0,0.6
Uitikon,2.9,0.0,4.26,0.66,32.55,8.63,0.02,10.43,32.98,1.29,3.59,0.0,0.0,0.03,0.0,2.66
Ulmiz,6.03,0.42,6.13,0.21,10.91,5.61,0.0,17.78,46.36,2.18,4.37,0.0,0.0,0.0,0.0,0.0
Unterbäch,0.0,0.0,68.69,0.0,3.06,0.0,0.0,8.09,16.79,0.0,3.37,0.0,0.0,0.0,0.0,0.0
Untereggen,3.59,0.0,20.92,2.14,8.64,5.3,0.0,11.61,37.65,0.67,6.39,0.0,0.0,1.25,0.0,1.85
Unterengstringen,2.77,0.0,4.2,2.27,23.65,6.52,0.13,11.81,41.98,0.98,2.17,0.0,0.0,0.19,0.0,3.33
Unterentfelden,4.19,0.0,5.3,6.39,19.69,5.43,0.0,15.5,34.48,1.46,5.54,0.0,0.0,0.0,0.0,2.0
Unteriberg,0.0,0.0,12.85,0.0,8.53,1.57,0.0,3.51,73.02,0.0,0.52,0.0,0.0,0.0,0.0,0.0
Unterkulm,4.21,0.0,2.52,3.94,14.57,2.64,0.0,15.16,45.91,2.64,5.96,0.0,0.0,0.0,0.0,2.45
Unterlangenegg,11.65,0.0,0.53,4.15,2.05,3.18,0.01,6.9,63.34,2.77,3.78,0.0,0.0,0.54,0.0,1.1
Unterlunkhofen,5.81,0.0,9.55,1.16,11.28,7.65,0.0,11.69,47.28,1.08,3.45,0.0,0.0,0.0,0.0,1.05
Unterramsern,14.62,0.0,10.8,0.33,40.37,2.16,0.0,7.64,22.26,0.17,1.33,0.0,0.0,0.0,0.0,0.33
Unterschächen,0.0,0.0,27.86,0.0,0.0,0.0,0.0,0.0,63.79,0.0,6.96,0.0,0.0,0.0,0.0,1.39
Unterseen,13.39,0.0,0.96,4.81,9.45,5.53,0.1,18.71,32.14,4.94,8.36,0.0,0.0,0.51,0.0,1.09
Untersiggenthal,4.67,0.0,9.61,2.39,14.47,5.18,0.0,18.64,35.18,0.92,6.75,0.0,0.0,0.0,0.0,2.2
Unterstammheim,2.61,0.0,1.45,4.43,20.39,8.05,0.37,12.43,37.28,3.74,7.49,0.0,0.0,0.08,0.0,1.69
Untervaz,12.44,0.0,15.32,0.0,10.14,8.53,0.0,17.94,35.58,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Unterägeri,0.0,0.0,27.87,0.0,20.51,2.4,0.0,9.66,34.62,0.0,4.26,0.0,0.0,0.0,0.0,0.68
Urdorf,4.09,0.0,6.92,3.22,13.37,6.92,0.01,20.68,37.1,0.84,4.47,0.0,0.0,0.38,0.0,2.01
Urmein,40.36,0.0,7.87,0.0,13.71,5.08,0.0,8.63,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Urnäsch,0.0,0.0,0.0,0.0,27.52,0.0,0.0,15.3,55.97,0.0,0.0,0.0,0.0,0.0,0.0,1.21
Ursenbach,16.74,0.0,1.18,5.14,3.91,3.32,0.06,5.64,49.53,6.28,6.62,0.0,0.0,0.18,0.0,1.4
Ursins,3.04,0.0,0.81,0.07,21.93,3.7,0.0,9.56,46.0,0.0,8.07,0.0,0.0,0.0,2.81,4.0
Ursy,0.79,0.96,22.75,0.75,11.09,1.47,0.0,20.75,34.21,1.62,5.61,0.0,0.0,0.0,0.0,0.0
Urtenen-Schönbühl,13.18,0.0,2.85,5.45,8.63,6.05,0.11,20.36,34.6,1.48,4.84,0.0,0.0,0.41,0.0,2.05
Uster,4.49,0.0,3.45,3.99,13.11,9.52,0.23,23.56,27.72,2.39,8.03,0.0,0.0,0.09,0.0,3.42
Uttigen,11.11,0.0,1.69,7.17,6.48,5.63,0.18,15.07,38.56,4.81,7.19,0.0,0.0,0.59,0.0,1.5
Uttwil,3.08,0.0,6.48,0.76,21.31,5.83,0.0,11.77,43.34,2.08,5.35,0.0,0.0,0.0,0.0,0.0
Utzenstorf,14.88,0.0,1.78,2.74,8.37,5.65,0.04,19.47,37.85,0.74,5.7,0.0,0.0,0.69,0.0,2.09
Uznach,4.41,0.0,18.91,0.8,13.17,4.04,0.0,13.84,34.13,1.54,7.49,0.0,0.0,0.18,0.0,1.49
Uzwil,5.4,0.0,14.65,1.71,13.93,4.07,0.0,12.65,38.9,1.12,5.34,0.0,0.0,0.18,0.0,2.05
Vacallo,0.0,0.0,23.66,0.0,21.02,1.2,0.18,13.07,9.93,0.0,3.03,26.21,0.0,0.0,0.0,1.71
Val Müstair,18.65,0.0,23.75,0.0,6.36,4.33,0.0,14.91,31.85,0.0,0.0,0.0,0.0,0.0,0.0,0.15
Val Terbi,0.0,17.13,23.6,0.0,5.66,0.0,3.21,24.74,17.07,0.0,7.29,0.0,0.0,0.0,0.0,1.31
Val-d'Illiez,0.0,0.86,29.56,0.0,24.75,0.0,0.0,5.02,36.85,0.0,2.92,0.0,0.0,0.0,0.0,0.04
Val-de-Charmey,0.22,0.49,31.09,0.43,21.44,1.55,0.0,15.4,25.11,0.09,4.18,0.0,0.0,0.0,0.0,0.0
Val-de-Ruz,1.9,0.0,4.23,0.0,27.27,2.61,8.19,21.91,23.43,0.0,8.32,0.0,0.0,0.0,0.0,2.14
Val-de-Travers,0.56,0.0,4.2,0.0,20.15,3.08,7.8,23.91,32.78,0.0,5.52,0.0,0.0,0.0,0.0,1.99
Valangin,0.0,0.0,1.42,0.0,26.32,3.04,7.09,34.41,13.36,0.0,12.15,0.0,0.0,0.0,0.0,2.23
Valbirse,3.7,0.0,2.71,4.24,9.43,2.23,1.61,26.77,38.73,6.2,3.15,0.0,0.0,0.51,0.0,0.72
Valbroye,2.6,0.0,2.36,1.28,31.11,2.36,0.0,14.32,33.06,0.67,8.37,0.0,0.0,0.15,1.61,2.13
Valeyres-sous-Montagny,4.68,0.0,2.19,0.88,22.53,4.28,0.0,21.07,26.47,2.34,9.53,0.0,0.0,0.12,1.67,4.25
Valeyres-sous-Rances,1.75,0.0,3.71,0.83,22.24,3.67,0.0,17.08,38.0,0.1,8.41,0.0,0.0,0.17,2.12,1.92
Valeyres-sous-Ursins,2.63,0.0,1.04,3.78,13.76,3.48,0.0,18.58,46.0,2.19,6.91,0.0,0.0,0.0,1.19,0.45
Vallon,2.11,0.97,23.66,0.49,10.53,1.46,0.0,34.2,20.42,0.32,5.83,0.0,0.0,0.0,0.0,0.0
Vallorbe,1.56,0.0,1.94,1.61,27.59,1.22,0.0,24.41,28.6,0.8,6.66,0.0,0.0,0.04,1.35,4.23
Vals,15.0,0.0,46.96,0.0,8.27,5.49,0.0,11.52,12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valsot,21.72,0.0,7.0,0.0,13.68,6.44,0.0,25.54,25.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vandoeuvres,0.17,0.0,10.35,0.84,44.12,1.28,0.0,5.93,20.89,0.77,9.06,0.0,4.3,0.0,2.11,0.19
Varen,0.0,0.0,69.19,0.0,1.48,0.0,0.0,6.64,19.68,0.0,2.49,0.0,0.0,0.0,0.0,0.51
Vaulion,5.55,0.0,0.78,0.14,28.52,2.08,0.0,14.13,29.51,0.03,11.95,0.0,0.0,0.07,2.89,4.36
Vaulruz,0.17,0.13,27.05,1.6,20.99,0.72,0.0,16.87,28.27,0.8,3.41,0.0,0.0,0.0,0.0,0.0
Vaumarcus,0.0,0.0,1.74,0.0,38.26,0.58,6.09,21.45,19.13,0.0,7.83,0.0,0.0,0.0,0.0,4.93
Vaux-sur-Morges,0.67,0.0,3.53,1.51,34.79,11.18,0.0,18.57,24.2,0.0,4.29,0.0,0.0,0.08,0.42,0.76
Vaz/Obervaz,14.26,0.0,20.13,0.0,15.6,8.72,0.0,10.62,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vechigen,13.73,0.0,2.09,4.26,12.0,6.31,0.19,16.03,33.5,1.49,8.56,0.0,0.0,0.36,0.0,1.48
Vellerat,0.0,5.68,17.05,0.0,3.41,0.0,4.55,38.64,20.45,0.0,9.09,0.0,0.0,0.0,0.0,1.14
Veltheim (AG),7.56,0.0,4.28,5.49,12.83,3.74,0.0,17.17,39.99,1.46,6.41,0.0,0.0,0.0,0.0,1.08
Vendlincourt,0.0,1.63,38.29,0.0,17.42,0.0,0.18,16.52,18.87,0.0,6.9,0.0,0.0,0.0,0.0,0.18
Venthône,0.0,1.76,26.85,0.0,26.32,0.0,0.0,17.07,16.7,0.0,10.74,0.0,0.0,0.0,0.0,0.55
Verdabbio,4.95,0.0,17.33,0.0,14.85,2.48,0.0,37.13,23.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vergeletto,0.0,0.0,37.57,0.0,31.22,0.0,0.0,12.96,0.79,0.0,2.12,11.38,0.0,0.0,0.0,3.97
Vernate,0.0,0.0,16.79,0.0,27.83,1.25,0.07,15.61,13.6,0.0,3.54,16.1,0.0,0.0,0.0,5.2
Vernay,1.99,0.86,19.52,0.71,13.31,3.2,0.0,22.41,29.3,2.48,6.21,0.0,0.0,0.0,0.0,0.0
Vernayaz,0.0,4.55,32.27,0.0,27.1,0.0,0.0,18.18,12.4,0.0,3.94,0.0,0.0,0.0,0.0,1.55
Vernier,1.04,0.0,9.67,1.0,11.53,1.69,0.0,24.1,20.69,0.25,10.39,0.0,13.71,0.0,5.4,0.52
Versoix,1.34,0.0,14.75,0.64,19.65,2.05,0.0,16.98,18.86,0.13,13.3,0.0,7.73,0.0,4.43,0.12
Vevey,1.41,0.0,4.57,0.65,20.65,3.91,0.0,26.62,18.3,0.56,15.17,0.0,0.0,0.32,5.09,2.76
Vex,0.0,1.36,32.54,0.0,29.12,0.0,0.0,12.75,18.6,0.0,5.23,0.0,0.0,0.0,0.0,0.39
Veyras,0.0,2.64,28.05,0.0,22.02,0.0,0.0,18.73,21.78,0.0,6.16,0.0,0.0,0.0,0.0,0.62
Veyrier,1.21,0.0,15.25,0.58,31.23,2.75,0.0,14.07,17.85,0.12,10.01,0.0,4.44,0.0,2.2,0.28
Veysonnaz,0.0,0.7,66.49,0.0,7.35,0.0,0.0,12.25,7.66,0.0,5.25,0.0,0.0,0.0,0.0,0.31
Veytaux,0.91,0.0,4.17,1.28,42.25,3.63,0.0,14.13,19.31,1.18,8.92,0.0,0.0,0.0,1.87,2.35
Vezia,0.0,0.0,16.91,0.0,28.41,1.25,0.16,14.52,10.56,0.0,2.94,23.81,0.0,0.0,0.0,1.45
Vich,0.9,0.0,8.3,1.38,27.1,3.52,0.0,17.58,22.13,2.72,11.02,0.0,0.0,0.0,2.27,3.07
Vico Morcote,0.0,0.0,11.83,0.0,34.83,3.21,0.26,10.93,13.88,0.0,3.73,20.18,0.0,0.0,0.0,1.16
Villarepos,1.54,1.3,12.44,0.08,13.25,3.41,0.0,24.07,32.2,3.17,8.54,0.0,0.0,0.0,0.0,0.0
Villars-Epeney,5.66,0.0,3.21,0.0,20.49,2.45,0.0,10.4,47.09,0.0,4.13,0.0,0.0,0.0,3.36,3.21
Villars-Sainte-Croix,1.52,0.0,2.83,0.67,30.91,2.61,0.0,14.22,33.07,0.24,8.91,0.0,0.0,0.18,2.19,2.64
Villars-le-Comte,0.53,0.0,0.85,2.02,14.54,2.23,0.0,11.46,52.02,2.76,10.4,0.0,0.0,0.0,0.32,2.87
Villars-le-Terroir,1.28,0.0,15.28,1.17,24.07,6.52,0.0,12.48,28.41,0.83,7.07,0.0,0.0,0.41,0.55,1.93
Villars-sous-Yens,4.64,0.0,6.48,1.81,26.0,3.58,0.0,19.99,22.54,0.59,10.02,0.0,0.0,0.19,0.68,3.49
Villars-sur-Glâne,0.71,2.95,23.19,0.44,13.64,4.0,0.0,32.0,15.83,0.5,6.74,0.0,0.0,0.0,0.0,0.0
Villarsel-sur-Marly,1.99,1.0,32.34,0.5,32.34,0.0,0.0,8.96,18.41,0.0,4.48,0.0,0.0,0.0,0.0,0.0
Villarzel,4.17,0.0,2.42,0.04,24.81,1.13,0.0,14.8,37.32,0.16,11.26,0.0,0.0,0.04,2.26,1.6
Villaz-Saint-Pierre,0.86,0.82,21.06,0.23,15.51,1.88,0.0,26.04,28.0,0.82,4.78,0.0,0.0,0.0,0.0,0.0
Villeneuve (FR),2.08,0.0,16.2,0.45,6.54,5.5,0.0,24.96,35.96,2.38,5.94,0.0,0.0,0.0,0.0,0.0
Villeneuve (VD),1.18,0.0,5.05,0.87,31.1,2.56,0.0,19.6,26.93,0.63,7.59,0.0,0.0,0.16,1.47,2.87
Villeret,9.32,0.0,1.58,2.19,12.04,3.97,0.95,29.05,28.34,1.5,8.14,0.0,0.0,1.67,0.0,1.24
Villigen,5.8,0.0,7.52,2.47,16.15,4.85,0.0,14.12,42.05,0.43,5.23,0.0,0.0,0.0,0.0,1.36
Villmergen,4.01,0.0,9.92,1.25,14.37,3.29,0.0,12.17,49.34,0.83,3.11,0.0,0.0,0.0,0.0,1.7
Villnachern,6.1,0.0,6.19,5.12,14.93,6.4,0.0,16.8,36.03,0.32,5.67,0.0,0.0,0.0,0.0,2.44
Villorsonnens,1.01,1.71,19.64,0.38,13.37,1.85,0.0,16.71,40.04,1.36,3.93,0.0,0.0,0.0,0.0,0.0
Vilters-Wangs,4.42,0.0,14.72,0.95,16.87,6.56,0.0,11.93,39.17,0.24,3.35,0.0,0.0,0.29,0.0,1.5
Vinelz,19.11,0.0,1.09,2.2,9.93,7.53,0.01,14.66,33.56,1.63,8.53,0.0,0.0,0.23,0.0,1.52
Vinzel,1.93,0.0,8.61,3.79,26.01,4.27,0.0,20.35,19.39,1.2,9.57,0.0,0.0,0.0,1.08,3.79
Vionnaz,0.0,2.29,33.15,0.0,21.02,0.0,0.0,11.68,26.15,0.0,5.32,0.0,0.0,0.0,0.0,0.38
Visp,0.0,0.17,53.1,0.0,4.58,0.0,0.0,10.5,29.39,0.0,2.24,0.0,0.0,0.0,0.0,0.03
Visperterminen,0.0,0.24,63.67,0.0,1.46,0.0,0.0,13.25,18.34,0.0,3.03,0.0,0.0,0.0,0.0,0.0
Vitznau,0.94,0.0,13.06,0.69,29.51,8.31,0.0,10.09,30.75,0.0,5.52,0.0,0.0,0.17,0.0,0.96
Vogorno,0.0,0.0,15.48,0.0,25.46,2.06,0.23,20.18,7.0,0.0,2.75,21.67,0.0,0.0,0.0,5.16
Volken,4.23,0.0,0.43,5.21,14.07,4.86,0.0,7.62,56.45,2.71,2.93,0.0,0.0,0.0,0.0,1.48
Volketswil,7.73,0.0,4.34,1.5,12.51,7.36,0.1,13.58,45.6,1.79,3.25,0.0,0.0,0.23,0.0,2.01
Vollèges,0.0,2.04,48.03,0.0,17.61,0.0,0.0,15.37,9.57,0.0,6.75,0.0,0.0,0.0,0.0,0.64
Vordemwald,4.12,0.0,3.0,6.65,13.39,3.84,0.0,16.85,40.91,2.84,4.56,0.0,0.0,0.0,0.0,3.84
Vorderthal,0.0,0.0,11.66,0.0,10.16,1.12,0.0,9.12,67.19,0.0,0.75,0.0,0.0,0.0,0.0,0.0
Vouvry,0.0,2.07,19.03,0.0,39.9,0.0,0.0,9.64,24.22,0.0,4.86,0.0,0.0,0.0,0.0,0.28
Vuadens,0.53,1.39,23.81,0.34,21.74,1.14,0.0,21.47,25.6,0.59,3.39,0.0,0.0,0.0,0.0,0.0
Vuarrens,2.95,0.0,2.19,1.4,24.07,4.57,0.0,16.15,32.64,2.69,8.25,0.0,0.0,0.1,1.67,3.33
Vucherens,3.67,0.0,6.0,0.69,26.61,1.61,0.0,20.99,20.82,2.09,11.73,0.0,0.0,0.03,1.68,4.08
Vufflens-la-Ville,2.04,0.0,4.52,1.98,25.4,5.23,0.0,18.58,26.94,0.3,10.42,0.0,0.0,0.06,1.98,2.56
Vufflens-le-Château,1.02,0.0,3.0,0.74,39.32,6.05,0.0,15.06,21.88,0.02,9.4,0.0,0.0,0.02,0.6,2.88
Vugelles-La Mothe,1.51,0.0,0.15,0.15,16.16,4.98,0.0,11.18,52.42,1.06,10.12,0.0,0.0,0.0,0.91,1.36
Vuissens,11.22,0.2,37.76,0.0,13.27,1.63,0.0,12.04,16.73,0.2,6.94,0.0,0.0,0.0,0.0,0.0
Vuisternens-devant-Romont,0.45,1.25,28.55,0.09,15.27,0.74,0.0,14.82,32.11,0.83,5.89,0.0,0.0,0.0,0.0,0.0
Vuisternens-en-Ogoz,0.24,2.88,27.5,0.0,9.28,3.76,0.0,25.91,23.15,0.41,6.87,0.0,0.0,0.0,0.0,0.0
Vuiteboeuf,2.99,0.0,3.33,1.43,14.8,2.07,0.0,14.46,32.0,6.28,11.85,0.0,0.0,0.8,4.38,5.61
Vulliens,1.2,0.0,1.74,1.47,37.39,3.68,0.0,11.56,27.5,0.23,10.29,0.0,0.0,0.1,0.7,4.14
Vullierens,1.89,0.0,3.48,1.59,22.47,7.37,0.0,22.93,28.48,0.6,7.27,0.0,0.0,0.0,0.96,2.95
Vully-les-Lacs,4.32,0.0,4.26,0.75,32.42,3.84,0.0,13.58,30.2,1.7,5.69,0.0,0.0,0.12,1.64,1.47
Vérossaz,0.0,2.51,39.0,0.0,22.21,0.0,0.0,15.67,14.19,0.0,5.74,0.0,0.0,0.0,0.0,0.68
Vétroz,0.0,1.31,29.38,0.0,32.99,0.0,0.0,11.92,19.41,0.0,4.45,0.0,0.0,0.0,0.0,0.55
